ID,English source,Arabic current,Badini current,Translation status,Surface,Feature,Source file/key,Hardcoded?,Duplicate/inconsistent?,Native review needed?,Notes
S13U-0369,Development,بيئة التطوير,پەرەپێدان,COMPLETE,Clinic Portal,doctor portal,clinic-portal/src/features/doctor-settings/presentation/messages.ts#development,No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0370,Development code: {code},رمز التطوير: {code},کودا پەرەپێدانێ: {code},COMPLETE,Flutter,shared,"mobile/lib/l10n/app_{en,ar,ku}.arb#developmentCodeHint",No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0371,Disabled,معطّل,نەچالاککری,COMPLETE,Clinic Portal,doctor portal,clinic-portal/src/features/doctor-settings/presentation/messages.ts#disabled,No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0372,Discover,اكتشف,گەڕان,COMPLETE,Flutter,doctor discovery,"mobile/lib/l10n/app_{en,ar,ku}.arb#discover",No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0373,Discover Doctors,اكتشف الأطباء,نوژداران بدۆزەڤە,COMPLETE,Flutter,doctor discovery,"mobile/lib/l10n/app_{en,ar,ku}.arb#discoverDoctors",No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0374,Doctor,الطبيب,نوژدار,COMPLETE,Clinic Portal,doctor portal,clinic-portal/src/features/arrivals/presentation/messages.ts#doctor; clinic-portal/src/features/clinical-presentation/messages.ts#doctor; clinic-portal/src/features/doctor-patients/presentation/messages.ts#doctor; clinic-portal/src/features/doctor-patients/presentation/messages.ts#eyebrow; clinic-portal/src/features/doctor-schedule/presentation/messages.ts#doctor; clinic-portal/src/features/doctor/presentation/messages.ts#doctor; clinic-portal/src/features/live-queue/presentation/messages.ts#doctor; clinic-portal/src/features/portal-foundation/presentation/foundation-messages.ts#doctor; clinic-portal/src/i18n/index.ts#doctor; clinic-portal/src/i18n/index.ts#doctorDetails,No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0375,Doctor Actions,إجراءات الطبيب,کارێن نوژداری,COMPLETE,Clinic Portal,doctor portal,clinic-portal/src/features/doctor/presentation/messages.ts#doctorActions,No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0376,Doctor assignment was not found.,,,MACHINE_CONTRACT,Backend user-visible,queue,backend/src/modules/queue/infrastructure/prisma-queue.repository.ts:883,No,No,No,Sprint 13U backend boundary classification: MACHINE_CONTRACT.
S13U-0377,Doctor availability was not found.,,,MACHINE_CONTRACT,Backend user-visible,doctor portal,backend/src/modules/doctors/application/doctor-schedule.service.ts:67,No,No,No,Sprint 13U backend boundary classification: MACHINE_CONTRACT.
S13U-0378,Doctor delay,معلومات,زانیاری,COMPLETE,Clinic Portal,doctor portal,clinic-portal/src/features/doctor/presentation/messages.ts#doctorDelay,No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0379,Doctor delayed,الطبيب متأخر,نوژدار پاشکەفتییە,COMPLETE,Clinic Portal,shared,clinic-portal/src/i18n/index.ts#doctorDelayed,No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0380,Doctor discovery is restricted,البحث عن الأطباء مقيّد,گەڕیان ل نوژداران سنووردارە,COMPLETE,Flutter,doctor discovery,"mobile/lib/l10n/app_{en,ar,ku}.arb#discoveryForbiddenTitle",No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0381,Doctor discovery is unavailable,البحث عن الأطباء غير متاح,گەڕیان ل نوژداران بەردەست نینە,COMPLETE,Flutter,doctor discovery,"mobile/lib/l10n/app_{en,ar,ku}.arb#discoveryUnavailableTitle",No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0382,Doctor eligibility is no longer active.,,,MACHINE_CONTRACT,Backend user-visible,authentication,backend/src/modules/identity/presentation/jwt-auth.guard.ts:107,No,No,No,Sprint 13U backend boundary classification: MACHINE_CONTRACT.
S13U-0383,Doctor ID,معرّف الطبيب,ناسناما نوژداری,COMPLETE,Clinic Portal,doctor portal,clinic-portal/src/features/doctor-settings/presentation/messages.ts#doctorId,No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0384,Doctor information is unavailable,معلومات الطبيب غير متاحة,زانیاریێن نوژداری بەردەست نینن,COMPLETE,Flutter,shared,"mobile/lib/l10n/app_{en,ar,ku}.arb#malformedDoctorDataTitle",No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0385,"Doctor is absent, archived, inactive for a patient, or outside the tenant.",,,USER_VISIBLE,Backend user-visible,profile/account,backend/src/modules/doctors/presentation/doctors.controller.ts:105,No,No,Yes,Sprint 13U backend boundary classification: USER_VISIBLE.
S13U-0386,"Doctor is absent, inactive, archived, has no active clinic, or is outside the tenant.",,,USER_VISIBLE,Backend user-visible,clinic management,backend/src/modules/doctors/presentation/doctors.controller.ts:204,No,No,Yes,Sprint 13U backend boundary classification: USER_VISIBLE.
S13U-0387,Doctor is delayed,الطبيب متأخر,نوژدار پاشکەفتییە,COMPLETE,Clinic Portal,shared,clinic-portal/src/i18n/index.ts#doctorDelayed,No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0388,Doctor is inactive or unavailable at this clinic.,,,MACHINE_CONTRACT,Backend user-visible,appointments,backend/src/modules/appointments/infrastructure/prisma-appointment.repository.ts:141,No,No,No,Sprint 13U backend boundary classification: MACHINE_CONTRACT.
S13U-0389,Doctor is inactive.,,,MACHINE_CONTRACT,Backend user-visible,queue,backend/src/modules/arrivals/infrastructure/prisma-arrival.repository.ts:188,No,No,No,Sprint 13U backend boundary classification: MACHINE_CONTRACT.
S13U-0390,Doctor is not available at this clinic.,,,MACHINE_CONTRACT,Backend user-visible,doctor portal,backend/src/modules/doctors/application/doctor-schedule.service.ts:114,No,No,No,Sprint 13U backend boundary classification: MACHINE_CONTRACT.
S13U-0391,Doctor is not visible.,,,USER_VISIBLE,Backend user-visible,shared,backend/src/modules/doctors/presentation/doctors.controller.ts:124; backend/src/modules/doctors/presentation/doctors.controller.ts:145; backend/src/modules/doctors/presentation/doctors.controller.ts:171,No,No,Yes,Sprint 13U backend boundary classification: USER_VISIBLE.
S13U-0392,Doctor is unavailable during this period.,,,MACHINE_CONTRACT,Backend user-visible,doctor portal,backend/src/modules/doctors/application/doctor-schedule.service.ts:145,No,No,No,Sprint 13U backend boundary classification: MACHINE_CONTRACT.
S13U-0393,Doctor name,اسم الطبيب,ناڤێ نوژداری,COMPLETE,Flutter,shared,"mobile/lib/l10n/app_{en,ar,ku}.arb#searchDoctorsHint",No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0394,Doctor name search cannot be empty.,,,MACHINE_CONTRACT,Backend user-visible,shared,backend/src/modules/doctors/application/doctor.service.ts:65,No,No,No,Sprint 13U backend boundary classification: MACHINE_CONTRACT.
S13U-0395,Doctor not found,لم يتم العثور على الطبيب,نوژدار نەهاتە دیتن,COMPLETE,Flutter,shared,"mobile/lib/l10n/app_{en,ar,ku}.arb#doctorNotFound",No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0396,Doctor Notifications,إشعارات الطبيب,ئاگەهداریێن نوژداری,COMPLETE,Clinic Portal,doctor portal,clinic-portal/src/features/doctor-notifications/presentation/messages.ts#title,No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0397,Doctor notifications cannot be loaded. No notification state was changed.,تعذر عرض المعلومات حالياً.,بارکرنا ئاگەهداریێن نوژداری سەرنەکەفت. رەوشا چ ئاگەهدارییەکێ نەهاتە گهورین.,COMPLETE,Clinic Portal,doctor portal,clinic-portal/src/features/doctor-notifications/presentation/messages.ts#unavailableBody,No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0398,Doctor pagination is outside safe bounds.,,,MACHINE_CONTRACT,Backend user-visible,shared,backend/src/modules/doctors/application/doctor.service.ts:57,No,No,No,Sprint 13U backend boundary classification: MACHINE_CONTRACT.
S13U-0399,Doctor patients unavailable,غير متاح,بەردەست نینە,COMPLETE,Clinic Portal,doctor portal,clinic-portal/src/features/doctor-patients/presentation/messages.ts#unavailable,No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0400,Doctor Profile,ملف الطبيب,پروفایلێ نوژداری,COMPLETE,Clinic Portal; Flutter,doctor portal,"clinic-portal/src/features/doctor-settings/presentation/messages.ts#doctorProfile; mobile/lib/l10n/app_{en,ar,ku}.arb#doctorProfile",No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0401,Doctor Schedule,جدول الطبيب,خشتەیێ نوژداری,COMPLETE,Clinic Portal,doctor portal,clinic-portal/src/features/doctor-schedule/presentation/messages.ts#title,No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0402,Doctor schedule was not found.,,,MACHINE_CONTRACT,Backend user-visible,doctor portal,backend/src/modules/doctors/application/doctor-schedule.service.ts:48,No,No,No,Sprint 13U backend boundary classification: MACHINE_CONTRACT.
S13U-0403,Doctor session unavailable,غير متاح,بەردەست نینە,COMPLETE,Clinic Portal,doctor portal,clinic-portal/src/features/doctor/presentation/messages.ts#unavailable,No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0404,Doctor Settings,إعدادات الطبيب,رێکخستنێن نوژداری,COMPLETE,Clinic Portal,doctor portal,clinic-portal/src/features/doctor-settings/presentation/messages.ts#title,No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0405,Doctor settings cannot be loaded. No profile or preference state was changed.,تعذر عرض المعلومات حالياً.,بارکرنا رێکخستنێن نوژداری سەرنەکەفت. پروفایل و چ هەلبژارتنەک نەهاتە گهورین.,COMPLETE,Clinic Portal,doctor portal,clinic-portal/src/features/doctor-settings/presentation/messages.ts#unavailableBody,No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0406,Doctor started,معلومات,زانیاری,COMPLETE,Clinic Portal,shared,clinic-portal/src/i18n/index.ts#doctorStarted,No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0407,Doctor status,حالة الطبيب,رەوشا نوژداری,COMPLETE,Flutter,shared,"mobile/lib/l10n/app_{en,ar,ku}.arb#doctorStatus",No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0408,Doctor tenant context is required.,,,MACHINE_CONTRACT,Backend user-visible,queue,backend/src/modules/queue/infrastructure/prisma-queue.repository.ts:839,No,No,No,Sprint 13U backend boundary classification: MACHINE_CONTRACT.
S13U-0409,Doctor was not found.,,,MACHINE_CONTRACT,Backend user-visible,shared,backend/src/modules/doctors/application/doctor.service.ts:97,No,No,No,Sprint 13U backend boundary classification: MACHINE_CONTRACT.
S13U-0410,Doctor Workspace,مساحة عمل الطبيب,جهێ کارێ نوژداری,COMPLETE,Clinic Portal,doctor portal,clinic-portal/src/features/doctor/presentation/messages.ts#title,No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0411,Doctor/patient overlap or idempotency conflict.,,,USER_VISIBLE,Backend user-visible,doctor portal,backend/src/modules/appointments/presentation/appointments.controller.ts:115,No,No,Yes,Sprint 13U backend boundary classification: USER_VISIBLE.
S13U-0412,Doctor/patient overlap or stale version.,,,USER_VISIBLE,Backend user-visible,doctor portal,backend/src/modules/appointments/presentation/appointments.controller.ts:227,No,No,Yes,Sprint 13U backend boundary classification: USER_VISIBLE.
S13U-0413,Doctors,الأطباء,نوژدار,COMPLETE,Clinic Portal,shared,clinic-portal/src/features/portal-foundation/presentation/foundation-messages.ts#doctors; clinic-portal/src/i18n/index.ts#doctors,No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0414,Doctors Working,الأطباء العاملون,نوژدارێن د کار دا,COMPLETE,Clinic Portal,shared,clinic-portal/src/i18n/index.ts#doctorsWorking,No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0415,Documentation,التوثيق,بەلگەنامە,COMPLETE,Clinic Portal,doctor portal,clinic-portal/src/features/doctor-settings/presentation/messages.ts#documentation,No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0416,Dr. Karwan is running 12 minutes late.,معلومات,زانیاری,COMPLETE,Clinic Portal,shared,clinic-portal/src/i18n/index.ts#update1,No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0417,Dr. Shilan's queue is paused for a short break.,معلومات,زانیاری,COMPLETE,Clinic Portal,queue,clinic-portal/src/i18n/index.ts#update2,No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0418,Draft,مسودة,رەشنڤیس,COMPLETE,Clinic Portal,billing,clinic-portal/src/features/billing/presentation/messages.ts#draft,No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0419,Draft values may change until the period is finalized.,معلومات,بها د رەشنڤیسێ دا دشێن بهێنە گهورین هەتا ماوە ب دووماهی دهێت.,COMPLETE,Clinic Portal,billing,clinic-portal/src/features/billing/presentation/messages.ts#draftNotice,No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0420,"Duplicate arrival, stale version, invalid appointment lifecycle, outside arrival window, or idempotency conflict.",,,USER_VISIBLE,Backend user-visible,appointments,backend/src/modules/arrivals/presentation/arrivals.controller.ts:93,No,No,Yes,Sprint 13U backend boundary classification: USER_VISIBLE.
S13U-0421,Duration,المدة,مایی,COMPLETE,Clinic Portal; Flutter,doctor portal,"clinic-portal/src/features/clinical-presentation/messages.ts#duration; clinic-portal/src/features/doctor-schedule/presentation/messages.ts#duration; clinic-portal/src/features/doctor/presentation/messages.ts#duration; clinic-portal/src/i18n/index.ts#duration; mobile/lib/l10n/app_{en,ar,ku}.arb#duration",No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0422,Duration in minutes,المدة بالدقائق,ماوە ب خولەکان,COMPLETE,Clinic Portal,clinic management,clinic-portal/src/features/clinical-presentation/messages.ts#minutes,No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0423,Earlier,سابقًا,بەری نوکە,COMPLETE,Flutter,shared,"mobile/lib/l10n/app_{en,ar,ku}.arb#earlier",No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0424,Earlier Notifications,الإشعارات السابقة,ئاگەهداریێن بوری,COMPLETE,Clinic Portal,doctor portal,clinic-portal/src/features/doctor-notifications/presentation/messages.ts#earlier,No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0425,Earned,مكتسبة,دەستکەفتی,COMPLETE,Clinic Portal,billing,clinic-portal/src/features/billing/presentation/messages.ts#earned,No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0426,Effective date is invalid.,,,MACHINE_CONTRACT,Backend user-visible,billing,backend/src/modules/billing/application/billing.service.ts:65,No,No,No,Sprint 13U backend boundary classification: MACHINE_CONTRACT.
S13U-0427,Effective from,سارية من,ژ ڤی دەمێ ڤە,COMPLETE,Clinic Portal,billing,clinic-portal/src/features/billing/presentation/messages.ts#effectiveFrom,No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0428,Effective until,سارية حتى,هەتا ڤی دەمی,COMPLETE,Clinic Portal,billing,clinic-portal/src/features/billing/presentation/messages.ts#effectiveUntil,No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0429,Elapsed consultation time,معلومات,زانیاری,COMPLETE,Clinic Portal,queue,clinic-portal/src/features/live-queue/presentation/messages.ts#elapsed,No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0430,Email,البريد الإلكتروني,ئیمەیل,COMPLETE,Clinic Portal,doctor portal,clinic-portal/src/features/doctor-settings/presentation/messages.ts#email; clinic-portal/src/features/portal-foundation/presentation/foundation-messages.ts#email,No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0431,Enabled,مفعّل,چالاککری,COMPLETE,Clinic Portal,doctor portal,clinic-portal/src/features/doctor-settings/presentation/messages.ts#enabled,No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0432,End,النهاية,دووماهیک,COMPLETE,Clinic Portal,doctor portal,clinic-portal/src/features/doctor-schedule/presentation/messages.ts#end,No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0433,English,الإنجليزية,ئینگلیزی,COMPLETE,Clinic Portal; Flutter,doctor portal,"clinic-portal/src/features/doctor-settings/presentation/messages.ts#english; mobile/lib/l10n/app_{en,ar,ku}.arb#english",No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0434,Enqueued,وقت الإضافة,دەمێ چوونا رێزێ,COMPLETE,Clinic Portal,queue,clinic-portal/src/features/live-queue/presentation/production-messages.ts#enqueuedAt,No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0435,Enter 6 digits,أدخل 6 أرقام,6 ژماران بنڤیسە,COMPLETE,Flutter,authentication,"mobile/lib/l10n/app_{en,ar,ku}.arb#otpHint",No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0436,"Enter a name, phone number, or patient ID to begin.",أدخل اسماً أو رقم هاتف أو رقم مريض للبدء.,ناڤ، ژمارا تەلەفونێ یان ژمارا نەخۆشی بنڤیسە.,COMPLETE,Clinic Portal,profile/account,clinic-portal/src/features/clinical-presentation/messages.ts#searchFirst,No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0437,Enter a valid email address.,أدخل بريدًا إلكترونيًا صحيحًا.,ئیمەیڵەکا دروست بنڤیسە.,COMPLETE,Clinic Portal,shared,clinic-portal/src/features/portal-foundation/presentation/foundation-messages.ts#emailInvalid,No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0438,Enter a valid Iraqi mobile number.,أدخل رقم هاتف عراقي صحيحًا.,ژمارەکا موبایلا ئیراقی یا دروست بنڤیسە,COMPLETE,Flutter,shared,"mobile/lib/l10n/app_{en,ar,ku}.arb#phoneInvalid",No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0439,Enter a valid value.,أدخل قيمة صحيحة.,بهایەکێ دروست بنڤیسە,COMPLETE,Clinic Portal,administration,clinic-portal/src/features/administration/presentation/messages.ts#invalidValue,No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0440,Enter an IANA timezone such as Asia/Baghdad.,أدخل منطقة زمنية مثل Asia/Baghdad.,زانیاری,COMPLETE,Clinic Portal,administration,clinic-portal/src/features/administration/presentation/messages.ts#invalidTimezone,No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0441,Enter at least 2 characters,أدخل حرفين على الأقل,کێمترین دوو پیتان بنڤیسە,COMPLETE,Clinic Portal,clinic management,clinic-portal/src/features/clinical-presentation/messages.ts#searchHint,No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0442,Enter your code,أدخل رمز التحقق,کودێ خو بنڤیسە,COMPLETE,Flutter,authentication,"mobile/lib/l10n/app_{en,ar,ku}.arb#otpTitle",No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0443,Entry status,حالة المريض,رەوش,COMPLETE,Clinic Portal,queue,clinic-portal/src/features/live-queue/presentation/production-messages.ts#entryStatus,No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0444,Environment,البيئة,ژینگەهـ,COMPLETE,Clinic Portal,doctor portal,clinic-portal/src/features/doctor-settings/presentation/messages.ts#environment,No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0445,Environment Information,معلومات البيئة,زانیاریێن ژینگەهێ,COMPLETE,Clinic Portal,doctor portal,clinic-portal/src/features/doctor-settings/presentation/messages.ts#environmentInformation,No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0446,Estimated duration,المدة المتوقعة,ماوێ پێشبینی کری,COMPLETE,Clinic Portal,doctor portal,clinic-portal/src/features/doctor-schedule/presentation/messages.ts#estimatedWait,No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0447,Estimated finish,وقت الانتهاء المتوقع,دەمێ دووماهی هاتنێ یێ پێشبینی کری,COMPLETE,Clinic Portal,doctor portal,clinic-portal/src/features/doctor-schedule/presentation/messages.ts#estimatedFinish,No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0448,Estimated remaining,الوقت المتبقي المتوقع,دەمێ مایی یێ پێشبینی کری,COMPLETE,Clinic Portal,doctor portal,clinic-portal/src/features/doctor/presentation/messages.ts#remaining,No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0449,Estimated wait,وقت الانتظار المتوقع,دەمێ چاڤەرێکرنا پێشبینی کری,COMPLETE,Clinic Portal; Flutter,doctor portal,"clinic-portal/src/features/doctor-patients/presentation/messages.ts#estimatedWait; clinic-portal/src/features/doctor/presentation/messages.ts#estimatedWait; clinic-portal/src/features/live-queue/presentation/messages.ts#estimatedWaitLabel; clinic-portal/src/i18n/index.ts#estimatedWait; mobile/lib/l10n/app_{en,ar,ku}.arb#estimatedWait",No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0450,Estimated wait: $estimatedWaitMinutes minutes,,,RUNTIME_DATA_COMPOSITION,Flutter,appointments,mobile/lib/features/home/presentation/widgets/next_appointment_card.dart:139,No,No,No,Localized label combined with runtime data; not standalone English copy.
S13U-0451,Estimated wait: {minutes} min,الانتظار المتوقع: {minutes} دقيقة,چاڤەڕێکرنا پێشبینیکری: {minutes} خولەک,COMPLETE,Flutter,shared,"mobile/lib/l10n/app_{en,ar,ku}.arb#estimatedWaitMinutes",No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0452,Exclusive local end. 24:00 is permitted only as the end of a same-day row.,,,USER_VISIBLE,Backend user-visible,doctor portal,backend/src/modules/doctors/presentation/doctor-schedule.dto.ts:40,No,No,Yes,Sprint 13U backend boundary classification: USER_VISIBLE.
S13U-0453,Expected,متوقع,چاڤەرێکری,COMPLETE,Clinic Portal,shared,clinic-portal/src/i18n/index.ts#expected,No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0454,Expected optimistic-concurrency version from the arrival resource.,,,USER_VISIBLE,Backend user-visible,queue,backend/src/modules/arrivals/presentation/arrival.dto.ts:13,No,No,Yes,Sprint 13U backend boundary classification: USER_VISIBLE.
S13U-0455,Experience,الخبرة,ئەزموون,COMPLETE,Flutter,shared,"mobile/lib/l10n/app_{en,ar,ku}.arb#experienceLabel",No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0456,Explain the reason. This action cannot be undone.,اكتب السبب. لا يمكن التراجع عن هذا الإجراء.,ئەگەری بنڤیسە. ئەڤ کارە ناهێتە ڤەگەڕاندن.,COMPLETE,Clinic Portal,appointments,clinic-portal/src/features/clinical-presentation/messages.ts#cancelHelp,No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0457,Explore trusted doctors and keep your care organized.,اكتشف الأطباء الموثوقين ونظم رعايتك.,نوژدارێن باوەرپێکری ببینە و چاڤدێرییا خۆ رێک بخە.,COMPLETE,Flutter,notifications,"mobile/lib/l10n/app_{en,ar,ku}.arb#notificationWelcomeNext",No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0458,Family,معلومات,زانیاری,COMPLETE,Clinic Portal,shared,clinic-portal/src/i18n/index.ts#family,No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0459,Family context,معلومات العائلة,زانیاریێن خێزانێ,COMPLETE,Clinic Portal,doctor portal,clinic-portal/src/features/doctor/presentation/messages.ts#familyContext; clinic-portal/src/i18n/index.ts#familyContext,No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0460,Family Members,أفراد العائلة,ئەندامێن خێزانێ,COMPLETE,Clinic Portal,shared,clinic-portal/src/i18n/index.ts#familyMembers,No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0461,Fee,الأجرة,کرێ,COMPLETE,Clinic Portal; Flutter,clinic management,"clinic-portal/src/features/clinical-presentation/messages.ts#fee; mobile/lib/l10n/app_{en,ar,ku}.arb#fee",No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0462,Female,أنثى,مێ,COMPLETE,Flutter,shared,"mobile/lib/l10n/app_{en,ar,ku}.arb#genderFemale",No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0463,"Filter, identifier, or pagination validation failed.",,,USER_VISIBLE,Backend user-visible,shared,backend/src/modules/doctors/presentation/doctors.controller.ts:53,No,No,Yes,Sprint 13U backend boundary classification: USER_VISIBLE.
S13U-0464,Filters,عوامل التصفية,جوداکرن,COMPLETE,Flutter,shared,"mobile/lib/l10n/app_{en,ar,ku}.arb#filters",No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0465,Finalize statement,اعتماد كشف الحساب نهائيًا,کەشفا حیسابێ ب دووماهی بینە,COMPLETE,Clinic Portal,billing,clinic-portal/src/features/billing/presentation/messages.ts#finalize,No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0466,Finalize this statement?,المعلومات,تو دخوازی کەشفا حیسابێ ب دووماهی بینی؟,COMPLETE,Clinic Portal,billing,clinic-portal/src/features/billing/presentation/messages.ts#finalizeTitle,No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0467,Finalized,نهائي,دووماهی هات,COMPLETE,Clinic Portal,billing,clinic-portal/src/features/billing/presentation/messages.ts#finalized,No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0468,Finalized lines,بنود كشف الحساب النهائية,رێزێن دووماهی یێن کەشفا حیسابێ,COMPLETE,Clinic Portal,billing,clinic-portal/src/features/billing/presentation/messages.ts#lines,No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0469,Find a doctor,ابحث عن طبيب,نوژداران بدۆزەڤە,COMPLETE,Flutter,doctor discovery,"mobile/lib/l10n/app_{en,ar,ku}.arb#doctorDiscoveryTitle",No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0470,Find a patient and understand what happens next.,المعلومات,زانیاری,COMPLETE,Clinic Portal,profile/account,clinic-portal/src/i18n/index.ts#subtitle,No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0471,Find and book trusted doctors,ابحث عن أطباء موثوقين واحجز معهم,نوژدارێن باوەرپێکری ببینە و وەعدە بگرە,COMPLETE,Flutter,shared,"mobile/lib/l10n/app_{en,ar,ku}.arb#welcomeBook",No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
S13U-0472,Find Patient,البحث عن مريض,ل نەخوشی بگەڕێ,COMPLETE,Clinic Portal,profile/account,clinic-portal/src/i18n/index.ts#findPatient,No,No,No,Explicit Arabic and Badini catalog values; no supported-locale English spread fallback.
